date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:53:19	40598/40598	---MCZ	200	added ('OK')	text/html	etag:W/%2261900b1e-9e96%22	https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html	(from )
11:53:19	140/140	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Mar%202022%2010:53:19%20GMT	https://acorn-html-medical-assistant.coloredstrategies.com/robots.txt		(from )
11:53:20	2806/2806	---M--	200	added ('OK')	image/png	etag:%2261900b1d-af6%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/favicon/apple-touch-icon-57x57.png	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/favicon/apple-touch-icon-57x57.png	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:20	8966/8966	---M--	200	added ('OK')	image/png	etag:%2261900b1d-2306%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/favicon/apple-touch-icon-114x114.png	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/favicon/apple-touch-icon-114x114.png	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:20	4096/4096	---M--	200	added ('OK')	image/png	etag:%2261900b1d-1000%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/favicon/apple-touch-icon-72x72.png	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/favicon/apple-touch-icon-72x72.png	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:21	14035/14035	---M--	200	added ('OK')	image/png	etag:%2261900b1d-36d3%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/favicon/apple-touch-icon-144x144.png	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/favicon/apple-touch-icon-144x144.png	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:21	2771/2771	---M--	200	added ('OK')	image/png	etag:%2261900b1d-ad3%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/favicon/apple-touch-icon-60x60.png	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/favicon/apple-touch-icon-60x60.png	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:21	8235/8235	---M--	200	added ('OK')	image/png	etag:%2261900b1d-202b%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/favicon/apple-touch-icon-120x120.png	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/favicon/apple-touch-icon-120x120.png	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:21	4712/4712	---M--	200	added ('OK')	image/png	etag:%2261900b1d-1268%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/favicon/apple-touch-icon-76x76.png	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/favicon/apple-touch-icon-76x76.png	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:22	14876/14876	---M--	200	added ('OK')	image/png	etag:%2261900b1d-3a1c%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/favicon/apple-touch-icon-152x152.png	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/favicon/apple-touch-icon-152x152.png	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:22	24294/24294	---M--	200	added ('OK')	image/png	etag:%2261900b1d-5ee6%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/favicon/favicon-196x196.png	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/favicon/favicon-196x196.png	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:22	6465/6465	---M--	200	added ('OK')	image/png	etag:%2261900b1d-1941%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/favicon/favicon-96x96.png	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/favicon/favicon-96x96.png	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:23	1075/1075	---M--	200	added ('OK')	image/png	etag:%2261900b1d-433%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/favicon/favicon-32x32.png	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/favicon/favicon-32x32.png	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:23	521/521	---M--	200	added ('OK')	image/png	etag:%2261900b1d-209%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/favicon/favicon-16x16.png	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/favicon/favicon-16x16.png	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:23	6784/6784	---M--	200	added ('OK')	image/png	etag:%2261900b1d-1a80%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/favicon/favicon-128.png	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/favicon/favicon-128.png	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:23	14035/14035	---M--	200	added ('OK')	image/png	etag:%2261900b1d-36d3%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/favicon/mstile-144x144.png	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/favicon/mstile-144x144.png	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:24	6784/6784	---M--	200	added ('OK')	image/png	etag:%2261900b1d-1a80%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/favicon/mstile-70x70.png	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/favicon/mstile-70x70.png	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:24	33253/33253	---M--	200	added ('OK')	image/png	etag:%2261900b1d-81e5%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/favicon/mstile-150x150.png	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/favicon/mstile-150x150.png	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:24	24568/24568	---M--	200	added ('OK')	image/png	etag:%2261900b1d-5ff8%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/favicon/mstile-310x150.png	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/favicon/mstile-310x150.png	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:25	49145/49145	---M--	200	added ('OK')	image/png	etag:%2261900b1d-bff9%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/favicon/mstile-310x310.png	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/favicon/mstile-310x310.png	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:25	2297/2297	---MCZ	200	added ('OK')	text/css	etag:W/%2261900b1d-8f9%22	https://acorn-html-medical-assistant.coloredstrategies.com/font/CS-Interface/style.css	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/font/CS-Interface/style.css	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:26	216694/216694	---MCZ	200	added ('OK')	text/css	etag:W/%2261900b1d-34e76%22	https://acorn-html-medical-assistant.coloredstrategies.com/css/vendor/bootstrap.min.css	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/css/vendor/bootstrap.min.css	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:26	20009/20009	---MCZ	200	added ('OK')	text/css	etag:W/%2261900b1d-4e29%22	https://acorn-html-medical-assistant.coloredstrategies.com/css/vendor/OverlayScrollbars.min.css	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/css/vendor/OverlayScrollbars.min.css	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:26	25275/25275	---MCZ	200	added ('OK')	text/css	etag:W/%2261900b1d-62bb%22	https://acorn-html-medical-assistant.coloredstrategies.com/css/vendor/fullcalendar.min.css	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/css/vendor/fullcalendar.min.css	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:27	77/77	---MCZ	200	added ('OK')	text/css	etag:W/%2261900b1d-4d%22	https://acorn-html-medical-assistant.coloredstrategies.com/css/main.css	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/css/main.css	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:27	343751/343751	---MCZ	200	added ('OK')	text/css	etag:W/%2261900c28-53ec7%22	https://acorn-html-medical-assistant.coloredstrategies.com/css/styles.css	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/css/styles.css	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:27	146/146	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261900b1d-92%22	https://acorn-html-medical-assistant.coloredstrategies.com/js/base/loader.js	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/js/base/loader.js	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:27	55563/55563	---MCZ	200	added ('OK')	text/html	etag:W/%2261900b1e-d90b%22	https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Patient.html	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Patient.html	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:28	12574/12574	---M--	200	added ('OK')	image/webp	etag:%2261900b1e-311e%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/profile/profile-1.webp	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/profile/profile-1.webp	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:28	12796/12796	---M--	200	added ('OK')	image/webp	etag:%2261900b1e-31fc%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/profile/profile-2.webp	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/profile/profile-2.webp	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:28	9522/9522	---M--	200	added ('OK')	image/webp	etag:%2261900b1e-2532%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/profile/profile-3.webp	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/profile/profile-3.webp	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:28	10042/10042	---M--	200	added ('OK')	image/webp	etag:%2261900b1e-273a%22	https://acorn-html-medical-assistant.coloredstrategies.com/img/profile/profile-6.webp	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/img/profile/profile-6.webp	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:28	34565/34565	---MCZ	200	added ('OK')	text/html	etag:W/%2261900b1e-8705%22	https://acorn-html-medical-assistant.coloredstrategies.com/Appointments.html	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/Appointments.html	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:29	40673/40673	---MCZ	200	added ('OK')	text/html	etag:W/%2261900b1e-9ee1%22	https://acorn-html-medical-assistant.coloredstrategies.com/Results.html	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/Results.html	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:29	45269/45269	---MCZ	200	added ('OK')	text/html	etag:W/%2261900b1e-b0d5%22	https://acorn-html-medical-assistant.coloredstrategies.com/Prescriptions.html	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/Prescriptions.html	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:30	46640/46640	---MCZ	200	added ('OK')	text/html	etag:W/%2261900b1e-b630%22	https://acorn-html-medical-assistant.coloredstrategies.com/Doctors.html	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/Doctors.html	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:30	38245/38245	---MCZ	200	added ('OK')	text/html	etag:W/%2261900b1e-9565%22	https://acorn-html-medical-assistant.coloredstrategies.com/Consult.html	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/Consult.html	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:30	47570/47570	---MCZ	200	added ('OK')	text/html	etag:W/%2261900b1e-b9d2%22	https://acorn-html-medical-assistant.coloredstrategies.com/Guidebook.html	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/Guidebook.html	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:30	39716/39716	---MCZ	200	added ('OK')	text/html	etag:W/%2261900b1e-9b24%22	https://acorn-html-medical-assistant.coloredstrategies.com/Articles.html	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/Articles.html	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:31	36490/36490	---MCZ	200	added ('OK')	text/html	etag:W/%2261900b1e-8e8a%22	https://acorn-html-medical-assistant.coloredstrategies.com/Settings.html	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/Settings.html	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
11:53:31	284/284	---MCZ	200	added ('OK')	text/html	etag:W/%2261900b1e-11c%22	https://acorn-html-medical-assistant.coloredstrategies.com/	C:/Users/admin/Desktop/medical/them%20achref/acorn-html-medical-assistant.coloredstrategies.com/index.html	(from https://acorn-html-medical-assistant.coloredstrategies.com/Dashboards.Doctor.html)
